sku,attribute_set,type,product_websites,banda,color,country_of_manufacture,description,enable_googlecheckout,has_options,manufacturer,modelo,msrp_display_actual_price_type,msrp_enabled,name,options_container,price,reffornecedor,required_options,short_description,status,tamanho,tax_class_id,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,media_position,media_is_disabled,categories,configurable_attributes,simples_skus
CMBLG00077,Camisas,simple,base,AC/DC,,Brasil,"Acdc Angus",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Acdc Angus","Bloco depois da Coluna de Informação",20,139,0,"Acdc Angus",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00014,Camisas,simple,base,AC/DC,,Brasil,"Acdc Back In Black",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Acdc Back In Black","Bloco depois da Coluna de Informação",20,10,0,"Acdc Back In Black",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00004,Camisas,simple,base,AC/DC,,Brasil,"Acdc Back In Black",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Acdc Back In Black","Bloco depois da Coluna de Informação",20,10,0,"Acdc Back In Black",1,GG,0,1,250,26,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00005,Camisas,simple,base,AC/DC,,Brasil,"Acdc Black Ice",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Acdc Black Ice","Bloco depois da Coluna de Informação",20,13,0,"Acdc Black Ice",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00047,Camisas,simple,base,AC/DC,,Brasil,"Acdc Canhao Branca",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Acdc Canhao Branca","Bloco depois da Coluna de Informação",20,15,0,"Acdc Canhao Branca",1,G,0,4,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00035,Camisas,simple,base,"Artic Monkeys",,Brasil,"Arctic Monkeys",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Arctic Monkeys","Bloco depois da Coluna de Informação",20,160,0,"Arctic Monkeys",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00055,Camisas,simple,base,"Asking Alexandria",,Brasil,Asking,0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração",Asking,"Bloco depois da Coluna de Informação",20,75,0,Asking,1,G,0,4,250,12,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00084,Camisas,simple,base,"Asking Alexandria",,Brasil,"Asking Mulher",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Asking Mulher","Bloco depois da Coluna de Informação",20,260,0,"Asking Mulher",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00046,Camisas,simple,base,"Avenged Sevenfold",,Brasil,"Avenged Nightmare",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Avenged Nightmare","Bloco depois da Coluna de Informação",20,39,0,"Avenged Nightmare",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00063,Camisas,simple,base,"Avenged Sevenfold",,Brasil,"Avenged Nightmare Master",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Avenged Nightmare Master","Bloco depois da Coluna de Informação",20,118,0,"Avenged Nightmare Master",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00044,Camisas,simple,base,"Avenged Sevenfold",,Brasil,"Avenged Tradicional",0,0,EQ,"Baby Look","No Carrinho","Utilizar configuração","Avenged Tradicional","Bloco depois da Coluna de Informação",20,292,0,"Avenged Tradicional",1,G,0,1,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00013,Camisas,simple,base,"Avenged Sevenfold",,Brasil,"Avenged Tradicional",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Avenged Tradicional","Bloco depois da Coluna de Informação",20,,0,"Avenged Tradicional",1,GG,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00085,Camisas,simple,base,,,Brasil,"Baby Look",0,0,AN,"Baby Look","Utilizar configuração","Utilizar configuração","Baby Look","Bloco depois da Coluna de Informação",20,,0,"Baby Look",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00020,Camisas,simple,base,"The Big Bang Theory",,Brasil,Bazinga,0,0,AN,"Baby Look","No Carrinho","Utilizar configuração",Bazinga,"Bloco depois da Coluna de Informação",20,,0,Bazinga,1,G,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00008,Camisas,simple,base,"The Big Bang Theory",,Brasil,Bazinga,0,0,AN,"Baby Look","No Carrinho","Utilizar configuração",Bazinga,"Bloco depois da Coluna de Informação",20,,0,Bazinga,1,GG,0,1,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00068,Camisas,simple,base,Beatles,,Brasil,"Beatles Atravessando Road",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Beatles Atravessando Road","Bloco depois da Coluna de Informação",20,134,0,"Beatles Atravessando Road",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00007,Camisas,simple,base,Beatles,,Brasil,"Beatles Banda Branca",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Beatles Banda Branca","Bloco depois da Coluna de Informação",20,93,0,"Beatles Banda Branca",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00042,Camisas,simple,base,Beatles,,Brasil,"Beatles Sgt Peppers",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Beatles Sgt Peppers","Bloco depois da Coluna de Informação",20,,0,"Beatles Sgt Peppers",1,G,0,1,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00011,Camisas,simple,base,Beatles,,Brasil,"Beatles Sgt Peppers",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Beatles Sgt Peppers","Bloco depois da Coluna de Informação",20,,0,"Beatles Sgt Peppers",1,GG,0,1,250,-2,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00018,Camisas,simple,base,Beatles,,Brasil,"Beatles Yellow",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Beatles Yellow","Bloco depois da Coluna de Informação",20,3,0,"Beatles Yellow",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00007,Camisas,simple,base,Beatles,,Brasil,"Beatles Yellow",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Beatles Yellow","Bloco depois da Coluna de Informação",20,3,0,"Beatles Yellow",1,GG,0,1,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00034,Camisas,simple,base,,,Brasil,Bigode,0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração",Bigode,"Bloco depois da Coluna de Informação",20,337,0,Bigode,1,G,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00057,Camisas,simple,base,"Black Sabbath",,Brasil,"Black Sabbath Heaven And Hell",0,0,PROFANUS,"Baby Look","Utilizar configuração","Utilizar configuração","Black Sabbath Heaven And Hell","Bloco depois da Coluna de Informação",20,341,0,"Black Sabbath Heaven And Hell",1,G,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00056,Camisas,simple,base,"Black Sabbath",,Brasil,"Black Sabbath Us Tour",0,0,"BLACK ANGE","Baby Look","Utilizar configuração","Utilizar configuração","Black Sabbath Us Tour","Bloco depois da Coluna de Informação",20,78,0,"Black Sabbath Us Tour",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00052,Camisas,simple,base,"Black Sabbath",,Brasil,"Black Sabbath Vol 4",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Black Sabbath Vol 4","Bloco depois da Coluna de Informação",20,64,0,"Black Sabbath Vol 4",1,G,0,4,250,17,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00022,Camisas,simple,base,"Bon Jovi",,Brasil,"Bon Jovi Logo Dourado",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Bon Jovi Logo Dourado","Bloco depois da Coluna de Informação",20,306,0,"Bon Jovi Logo Dourado",1,G,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00023,Camisas,simple,base,"Star Wars",,Brasil,"Capacete Stormtrooper",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Capacete Stormtrooper","Bloco depois da Coluna de Informação",20,117,0,"Capacete Stormtrooper",1,G,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00086,Camisas,simple,base,"Star Wars",,Brasil,"Capacete Stormtrooper Branca",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Capacete Stormtrooper Branca","Bloco depois da Coluna de Informação",20,117,0,"Capacete Stormtrooper Branca",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00079,Camisas,simple,base,Caveira,,Brasil,"Caveira Mexicana Colorida Branca",0,0,HCD,"Baby Look","Utilizar configuração","Utilizar configuração","Caveira Mexicana Colorida Branca","Bloco depois da Coluna de Informação",20,286B,0,"Caveira Mexicana Colorida Branca",1,G,0,4,250,7,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00080,Camisas,simple,base,Caveira,,Brasil,"Caveira Mexicana Colorida Preta",0,0,HCD,"Baby Look","Utilizar configuração","Utilizar configuração","Caveira Mexicana Colorida Preta","Bloco depois da Coluna de Informação",20,286,0,"Caveira Mexicana Colorida Preta",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00082,Camisas,simple,base,Caveira,,Brasil,"Caveira Mexicana Rosas",0,0,HCD,"Baby Look","Utilizar configuração","Utilizar configuração","Caveira Mexicana Rosas","Bloco depois da Coluna de Informação",20,307,0,"Caveira Mexicana Rosas",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00071,Camisas,simple,base,Quadrinhos,,Brasil,Coringa,0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração",Coringa,"Bloco depois da Coluna de Informação",20,144,0,Coringa,1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00033,Camisas,simple,base,"Pink Floyd",,Brasil,"Dark Side Vader",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Dark Side Vader","Bloco depois da Coluna de Informação",20,325,0,"Dark Side Vader",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00081,Camisas,simple,base,"David Bowie",,Brasil,"David Caveira",0,0,HCD,"Baby Look","Utilizar configuração","Utilizar configuração","David Caveira","Bloco depois da Coluna de Informação",20,270,0,"David Caveira",1,G,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00083,Camisas,simple,base,Caveira,,Brasil,"David Rosto",0,0,HCD,"Baby Look","Utilizar configuração","Utilizar configuração","David Rosto","Bloco depois da Coluna de Informação",20,316,0,"David Rosto",1,G,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00061,Camisas,simple,base,Evanescence,,Brasil,"Evanescence Banda Antiga",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Evanescence Banda Antiga","Bloco depois da Coluna de Informação",20,502,0,"Evanescence Banda Antiga",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00066,Camisas,simple,base,Evanescence,,Brasil,"Evanescence Banda Nova Master",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Evanescence Banda Nova Master","Bloco depois da Coluna de Informação",20,127,0,"Evanescence Banda Nova Master",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00037,Camisas,simple,base,"Green Day",,Brasil,"Green Day American Idiot",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Green Day American Idiot","Bloco depois da Coluna de Informação",20,96,0,"Green Day American Idiot",1,G,0,4,250,25,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00060,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Axl Cantando",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Guns Axl Cantando","Bloco depois da Coluna de Informação",20,520,0,"Guns Axl Cantando",1,G,0,4,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00030,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Cartola Equinox",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Guns Cartola Equinox","Bloco depois da Coluna de Informação",20,17,0,"Guns Cartola Equinox",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00075,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Caveira Master",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Guns Caveira Master","Bloco depois da Coluna de Informação",20,185,0,"Guns Caveira Master",1,G,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00043,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Logo Grande Joao",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Guns Logo Grande Joao","Bloco depois da Coluna de Informação",20,,0,"Guns Logo Grande Joao",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00012,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Logo Grande Joao",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Guns Logo Grande Joao","Bloco depois da Coluna de Informação",20,,0,"Guns Logo Grande Joao",1,GG,0,1,250,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00073,Camisas,simple,base,"Guns n' Roses",,Brasil,"Guns Logo Grande Master",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Guns Logo Grande Master","Bloco depois da Coluna de Informação",20,195,0,"Guns Logo Grande Master",1,G,0,4,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00010,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Fear",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Iron Fear","Bloco depois da Coluna de Informação",20,12,0,"Iron Fear",1,G,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00002,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Killers Virus",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Iron Killers Virus","Bloco depois da Coluna de Informação",20,74,0,"Iron Killers Virus",1,G,0,4,250,10,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00001,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Number",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Iron Number","Bloco depois da Coluna de Informação",20,47,0,"Iron Number",1,G,0,4,250,25,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00078,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Trooper A Pe",0,0,VIRUS,"Baby Look","No Carrinho","Utilizar configuração","Iron Trooper A Pe","Bloco depois da Coluna de Informação",20,189,0,"Iron Trooper A Pe",1,G,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00014,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Trooper A Pe",0,0,JO,"Baby Look","No Carrinho","Utilizar configuração","Iron Trooper A Pe","Bloco depois da Coluna de Informação",20,,0,"Iron Trooper A Pe",1,GG,0,1,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00065,Camisas,simple,base,"Iron Maiden",,Brasil,"Iron Trooper Cavalo",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Iron Trooper Cavalo","Bloco depois da Coluna de Informação",20,126,0,"Iron Trooper Cavalo",1,G,0,4,250,3,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00017,Camisas,simple,base,"Jack Daniels",,Brasil,"Jack Daniels",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Jack Daniels","Bloco depois da Coluna de Informação",20,8,0,"Jack Daniels",1,G,0,1,250,22,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00010,Camisas,simple,base,"Jack Daniels",,Brasil,"Jack Daniels",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Jack Daniels","Bloco depois da Coluna de Informação",20,8,0,"Jack Daniels",1,GG,0,1,250,5,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00039,Camisas,simple,base,"Joy Division",,Brasil,"Joy Division",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Joy Division","Bloco depois da Coluna de Informação",20,300,0,"Joy Division",1,G,0,4,250,16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00059,Camisas,simple,base,Judas,,Brasil,"Judas Steel",0,0,PROFANUS,"Baby Look","Utilizar configuração","Utilizar configuração","Judas Steel","Bloco depois da Coluna de Informação",20,153,0,"Judas Steel",1,G,0,4,250,2,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00049,Camisas,simple,base,Kiss,,Brasil,"Kiss Rock And Roll",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Kiss Rock And Roll","Bloco depois da Coluna de Informação",20,77,0,"Kiss Rock And Roll",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00013,Camisas,simple,base,"Laranja Mecanica",,Brasil,"Laranja Mecanica",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Laranja Mecanica","Bloco depois da Coluna de Informação",20,5,0,"Laranja Mecanica",1,G,0,1,250,14,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLGG00003,Camisas,simple,base,"Laranja Mecanica",,Brasil,"Laranja Mecanica",0,0,AN,"Baby Look","No Carrinho","Utilizar configuração","Laranja Mecanica","Bloco depois da Coluna de Informação",20,5,0,"Laranja Mecanica",1,GG,0,1,250,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00048,Camisas,simple,base,"Led Zeppelin",,Brasil,"Led Zeppelin Anjo Colorido",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Led Zeppelin Anjo Colorido","Bloco depois da Coluna de Informação",20,24,0,"Led Zeppelin Anjo Colorido",1,G,0,4,250,19,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00027,Camisas,simple,base,"Led Zeppelin",,Brasil,"Led Zeppelin Anjo Dourado",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Led Zeppelin Anjo Dourado","Bloco depois da Coluna de Informação",20,44,0,"Led Zeppelin Anjo Dourado",1,G,0,4,250,8,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00025,Camisas,simple,base,"Led Zeppelin",,Brasil,"Led Zeppelin Eremita",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Led Zeppelin Eremita","Bloco depois da Coluna de Informação",20,100,0,"Led Zeppelin Eremita",1,G,0,4,250,16,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00026,Camisas,simple,base,"Led Zeppelin",,Brasil,"Led Zeppelin Mothership Branca",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Led Zeppelin Mothership Branca","Bloco depois da Coluna de Informação",20,302,0,"Led Zeppelin Mothership Branca",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00029,Camisas,simple,base,"Legiao Urbana",,Brasil,"Legiao Urbana Logo Dourada",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Legiao Urbana Logo Dourada","Bloco depois da Coluna de Informação",20,27,0,"Legiao Urbana Logo Dourada",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00041,Camisas,simple,base,"Linkin Park",,Brasil,"Linkin Park Meteora",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Linkin Park Meteora","Bloco depois da Coluna de Informação",20,BABY385,0,"Linkin Park Meteora",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00031,Camisas,simple,base,"Linkin Park",,Brasil,"Linkin Park Road Escrito Branco",0,0,EQ,"Baby Look","Utilizar configuração","Utilizar configuração","Linkin Park Road Escrito Branco","Bloco depois da Coluna de Informação",20,326,0,"Linkin Park Road Escrito Branco",1,G,0,4,250,6,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00054,Camisas,simple,base,Megadeth,,Brasil,"Megadeth Bomba",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Megadeth Bomba","Bloco depois da Coluna de Informação",20,91,0,"Megadeth Bomba",1,G,0,4,250,9,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00072,Camisas,simple,base,Megadeth,,Brasil,"Megadeth Rust",0,0,MR,"Baby Look","Utilizar configuração","Utilizar configuração","Megadeth Rust","Bloco depois da Coluna de Informação",20,192,0,"Megadeth Rust",1,G,0,4,250,11,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
CMBLG00008,Camisas,simple,base,Metallica,,Brasil,"Metallica Justice",0,0,VIRUS,"Baby Look","Utilizar configuração","Utilizar configuração","Metallica Justice","Bloco depois da Coluna de Informação",20,113,0,"Metallica Justice",1,G,0,4,250,4,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,"Camisas femininas::1::1::1/Baby Look::1::1::1",,
